184,2010-01-04 08:16:00,2010-01-04 09:43:11,0.24875000000000003,1.81125,-73.9538591875,40.7717034375,-73.95112481250001,40.7736565625,0.4515539010365804,4.003523111343384,4.003991683324178,4.006744225819905,4.007093032201131,1.6925969123840332,4.013751824696858,2.7026010354359946
185,2010-01-13 20:57:00,2010-01-13 21:40:35,0,13.68,-73.98625059375,40.73800471875,-73.98488340625,40.73898128125,1.0108364423116047,4.006655216217041,4.000689427057902,4.000981251398723,4.009793202082316,1.5130016009012859,4.0066319306691485,1.0325304667154949
188,2010-01-09 20:15:00,2010-01-09 20:25:53,1.251171875,1.348828125,-73.969806796875,40.763517859375,-73.969123203125,40.764006140625,1.1571277777353923,3.4657528400421143,4.009854396184285,3.4051308631896973,4.009775876998901,1.564008394877116,4.17961327234904,1.141515890757243
191,2010-01-17 04:44:50,2010-01-17 07:39:12,3.41875,4.98125,-74.0094018984375,40.7151159296875,-74.0090601015625,40.7153600703125,0.29891006151835126,1.6371012528737385,4.004040002822876,2.1028130849202475,4.009800513585408,0.47493163744608563,4.066856225331624,0.43519918123881024
198,2010-01-14 08:28:00,2010-01-14 08:33:26,0.881171875,0.978828125,-73.99505789843751,40.7603259296875,-73.9947161015625,40.7605700703125,0.3234960238138835,4.010024388631185,4.002537329991658,3.148736000061035,4.00994873046875,0.5249083042144775,4.050203084945679,0.8745957215627035
200,2010-01-26 00:51:33,2010-01-26 01:02:26,0,2.6625,-74.039855,40.693922,-73.952355,40.756422,4.0099696318308515,4.01027266184489,4.000745852788289,4.013062556584676,2.983076572418213,4.016358057657878,4.029895067214966,3.360821088155111
202,2010-01-22 12:55:00,2010-01-22 13:16:47,3.59234375,3.78765625,-73.94972075000001,40.80367675,-73.93878325,40.81148925,2.3881824016571045,4.010324319203694,4.009484211603801,4.2034891446431475,3.7447408040364585,2.056408484776815,4.207369327545166,1.594989538192749
203,2010-01-17 04:16:00,2010-01-21 01:15:59,0,4.425,-74.21570700000001,40.692013,-74.128207,40.754513,3.599603811899821,2.8742554982503257,4.00135858853658,4.0103418827056885,4.009634971618652,4.053471088409424,4.00352684656779,3.4461743036905923
206,2010-01-28 12:01:00,2010-01-30 10:30:59,0,6.51,-73.9592958984375,40.7803579296875,-73.9589541015625,40.7806020703125,1.531866153081258,2.8002195358276367,4.000672737757365,3.50316055615743,4.009992917378743,1.5722564061482747,4.0038636525472,3.6163643995920816
212,2010-01-27 13:03:00,2010-01-27 15:57:22,1.759375,2.540625,-73.9955338984375,40.7535559296875,-73.9951921015625,40.7538000703125,0.19921024640401205,0.2070455551147461,4.006330331166585,0.7956147988637289,4.009768486022949,0.15170915921529135,4.056447108586629,0.23247806231180826
213,2010-01-22 01:22:50,2010-01-22 01:28:16,2.71875,4.28125,-73.98778,40.745651,-73.94403000000001,40.776901,3.0464042027791343,4.003954807917277,4.009943167368571,4.004265069961548,2.798976500829061,4.0101925532023115,4.106617530186971,3.097740332285563
214,2010-01-18 20:47:41,2010-01-18 20:58:34,0,9.65,-73.9719488984375,40.7536599296875,-73.9716071015625,40.7539040703125,0.9570176601409912,3.5432271162668862,4.000675042470296,3.4495225747426352,3.1399800777435303,0.38123559951782227,4.0097575187683105,0.7798585096995035
216,2010-01-22 09:33:00,2010-01-22 09:38:00,2.119375,2.900625,-73.9830255,40.7867705,-73.9611505,40.8023955,4.0200761159261065,4.010119040807088,4.009932279586792,4.007426023483276,4.009685277938843,4.009678999582927,4.033687591552734,2.980535904566447
217,2010-01-04 23:36:00,2010-01-04 23:57:47,1.9993750000000001,2.780625,-73.999192375,40.751396875,-73.993723625,40.755303125,2.099583864212036,4.0066696008046465,4.006485223770142,4.019973516464233,4.009894768397014,2.690595785776774,3.3523839314778647,2.6859235763549805
219,2010-01-06 16:29:00,2010-01-06 16:50:47,0.941171875,1.038828125,-73.98822179687501,40.749892859375,-73.987538203125,40.750381140625,1.363936980565389,4.009830633799235,4.005081256230672,4.106839179992676,3.5536696116129556,1.0624045530954997,4.079941987991333,0.9768277009328207
220,2010-01-02 12:07:00,2010-01-02 15:01:22,16.3475,19.4725,-73.9913008984375,40.7658729296875,-73.9909591015625,40.7661170703125,1.1767585277557373,2.8393240769704184,4.009759108225505,1.4235763549804688,4.009452819824219,0.9582828680674235,4.209901730219523,1.3629491329193115
224,2010-01-20 09:35:00,2010-01-21 08:49:59,12.301171875,12.398828125,-73.960385,40.711438,-73.78538499999999,40.836438,4.009861787160237,4.009432951609294,3.077564080556234,4.009648164113362,4.009344021479289,4.010109742482503,2.963591734568278,4.01346739133199
225,2010-01-31 13:55:00,2010-01-31 14:16:47,0,28.009999999999998,-73.98458559375,40.72114971875,-73.98321840625,40.72212628125,1.4406279722849529,4.009384950002034,4.0006992022196455,4.007000048955281,3.8932968775431314,1.523190180460612,4.007379134496053,1.7099618911743164
227,2010-01-18 22:34:13,2010-01-19 00:01:24,0.07500000000000018,6.325,-73.9976411875,40.7523464375,-73.9949068125,40.7542995625,2.1962126890818277,4.00933821996053,4.000759204228719,4.003915150960286,4.009878476460774,1.7263997395833333,4.010380506515503,1.9460622469584148
230,2010-01-28 17:07:00,2010-01-28 17:12:00,0,28.48,-73.9019701875,40.6746164375,-73.89923581250001,40.6765695625,0.17653441429138184,0.13968356450398764,4.000632206598918,2.5629399617513022,3.051048914591471,0.16959905624389648,4.0098129113515215,0.10725649197896321
