"Sample Size",    "sel_1",    "sel_2",    "sel_3",    "sel_4",    "sel_5",    "sel_6",    "sel_7"
600k,    0.0515,    0.1109,    0.0684,    0.0201,    0.0330,    0.0210,    0.0320
