"Sample Size",    "sel_1",    "sel_2",    "sel_3",    "sel_4",    "sel_5",    "sel_6",    "sel_7"
600k,    0.0743,    0.1078,    0.0675,    0.0220,    0.0439,    0.0751,    0.0365
